tt2856466 	tvSeries	Second Call	2019	40	Drama
tt6384676 	tvSeries	Heart of the City	2017	120	Drama
tt12246190	tvSeries	Mystic Pop-up Bar	2020	70	Comedy,Fantasy,Mystery
tt6256484 	tvSeries	While You Were Sleeping	2017	30	Comedy,Drama,Fantasy
tt9114372 	tvSeries	Çarpisma	2018	120	Action,Drama,Thriller
tt10059674	tvSeries	You're My Boooyfriend	2019	30	Reality-TV
tt10656392	tvSeries	Melting Me Softly	2019	70	Comedy,Drama,Fantasy
tt0386676 	tvSeries	The Office	2005	22	Comedy
tt6922826 	tvSeries	Once	2017	23	Family,Sport
tt10220588	tvSeries	Hotel Del Luna	2019	80	Drama,Fantasy,Horror
